ord;TIME;LATITUDE;LONGITUDE;ALTITUDE;VEHICLE_ID;BAROMETRIC_PRESSURE;ENGINE_COOLANT_TEMP;FUEL_LEVEL;ENGINE_LOAD;AMBIENT_AIR_TEMP;ENGINE_RPM;INTAKE_MANIFOLD_PRESSURE;MAF;TERM FUEL TRIM BANK 1;FUEL_ECONOMY;LONG TERM FUEL TRIM BANK 2;FUEL_TYPE;AIR_INTAKE_TEMP;FUEL_PRESSURE;SPEED;SHORT TERM FUEL TRIM BANK 2;SHORT TERM FUEL TRIM BANK 1;ENGINE_RUNTIME;THROTTLE_POS;DTC_NUMBER;TROUBLE_CODES;TIMING_ADVANCE;EQUIV_RATIO;aqui
1102;1,51E+12;-585.808.679;-3.519.595.143;39.0;control3;100;82;50,60;65,90;3;2551;21;22,14;;;;;31;;52;;-0,80;00:05:25;32,90;MIL is OFF0 codes;;;;
1103;1,51E+12;-585.841.353;-3.519.550.327;39.0;control3;100;83;51,00;27,80;3;1736;26;7,53;;;;;32;;50;;-0,80;00:05:29;27,50;MIL is OFF0 codes;;;;
1104;1,51E+12;-585.872.661;-3.519.509.367;39.0;control3;100;83;51,00;18,00;3;1651;47;4,42;;;;;32;;48;;0,00;00:05:33;22,00;;;;;
1105;1,51E+12;-585.902.591;-3.519.471.424;39.0;control3;100;83;51,00;26,70;3;1605;19;4,18;;;;;32;;45;;0,00;00:05:37;21,20;;;;;
1106;1,51E+12;-585.930.857;-3.519.434.934;37.0;control3;100;83;51,00;28,60;3;1476;27;5,05;;;;;32;;43;;10,20;00:05:41;21,20;MIL is OFF0 codes;;;;
1107;1,51E+12;-585.957.853;-3.519.402.412;36.0;control3;100;83;51,00;16,90;3;926;28;4,04;;;;;32;;39;;1,60;00:05:45;21,60;MIL is OFF0 codes;;;;
1108;1,51E+12;-585.983.071;-3.519.370.147;36.0;control3;100;82;51,00;32,20;3;1935;76;9,36;;;;;31;;47;;7,00;00:05:49;28,20;MIL is OFF0 codes;;;;
1109;1,51E+12;-586.010.593;-3.519.337.341;36.0;control3;100;82;51,80;97,60;3;2469;19;35,97;;;;;31;;53;;-6,20;00:05:54;38,00;MIL is OFF0 codes;;;;
1110;1,51E+12;-586.045.769;-351.929.713;36.0;control3;100;82;51,00;20,40;3;2232;27;6,56;;;;;32;;15;;3,90;00:05:57;24,70;MIL is OFF0 codes;;;;
1111;1,51E+12;-586.062.453;-3.519.274.204;33.0;control3;100;82;47,10;41,20;3;781;34;4,82;;;;;32;;0;;3,10;00:06:02;21,20;MIL is OFF0 codes;;;;
1112;1,51E+12;-586.062.453;-3.519.274.204;33.0;control3;100;83;47,10;38,40;3;812;33;4,29;;;;;33;;0;;-3,10;00:06:06;20,40;MIL is OFF0 codes;;;;
1113;1,51E+12;-586.062.453;-3.519.274.204;33.0;control3;100;83;47,10;40,80;3;803;33;4,37;;;;;33;;0;;0,00;00:06:09;20,40;MIL is OFF0 codes;;;;
1114;1,51E+12;-586.062.453;-3.519.274.204;33.0;control3;100;84;47,50;37,60;3;786;32;4,15;;;;;33;;0;;0,00;00:06:14;20,40;MIL is OFF0 codes;;;;
1115;1,51E+12;-586.062.453;-3.519.274.204;33.0;control3;100;84;47,80;35,70;3;796;33;4,16;;;;;33;;0;;2,30;00:06:18;20,40;MIL is OFF0 codes;;;;
1116;1,51E+12;-586.062.453;-3.519.274.204;33.0;control3;100;84;48,20;56,90;3;1290;82;10,59;;;;;32;;9;;3,90;00:06:22;29,40;MIL is OFF0 codes;;;;
1117;1,51E+12;-586.064.135;-3.519.269.619;32.0;control3;100;83;49,80;100,00;3;2863;95;55,7;;;;;31;;35;;3,10;00:06:26;43,90;MIL is OFF0 codes;;;;
1118;1,51E+12;-586.080.912;-351.924.735;33.0;control3;100;83;51,40;100,00;3;3553;97;12,19;;;;;31;;54;;9,40;00:06:30;26,70;MIL is OFF0 codes;;;;
1119;1,51E+12;-586.111.948;-3.519.210.413;33.0;control3;100;83;52,50;100,00;3;2893;19;56,44;;;;;31;;68;;2,30;00:06:34;49,40;MIL is OFF0 codes;;;;
1120;1,51E+12;-586.152.956;-3.519.157.014;35.0;control3;100;84;53,30;100,00;3;2325;84;40,71;;;;;31;;75;;1,60;00:06:38;42,00;MIL is OFF0 codes;;;;
1121;1,51E+12;-586.197.302;-3.519.099.665;35.0;control3;100;84;53,70;100,00;3;2532;35;38,49;;;;;31;;77;;-2,30;00:06:42;39,20;MIL is OFF0 codes;;;;
1122;1,51E+12;-586.245.008;-3.519.039.132;36.0;control3;100;84;53,70;41,20;3;2544;45;15,59;;;;;31;;76;;-5,50;00:06:46;31,40;MIL is OFF0 codes;;;;
1123;1,51E+12;-586.290.501;-3.518.981.208;35.0;control3;100;84;53,30;52,90;3;2530;46;20,05;;;;;31;;76;;-3,90;00:06:50;32,90;MIL is OFF0 codes;;;;
1124;1,51E+12;-586.337.173;-3.518.919.791;36.0;control3;100;84;53,30;54,10;3;2527;34;20,02;;;;;31;;75;;-7,80;00:06:54;32,90;MIL is OFF0 codes;;;;
1125;1,51E+12;-586.383.988;-3.518.859.665;35.0;control3;100;84;52,90;38,80;3;2492;29;14,78;;;;;31;;73;;-5,50;00:06:58;31,00;MIL is OFF0 codes;;;;
1126;1,51E+12;-58.642.969;-3.518.799.605;35.0;control3;100;84;52,50;31,40;3;2415;52;13,46;;;;;31;;74;;5,50;00:07:02;31,40;MIL is OFF0 codes;;;;
1127;1,51E+12;-586.469.978;-3.518.737.004;36.0;control3;100;83;52,50;42,00;3;2478;26;13,01;;;;;31;;71;;0,00;00:07:06;29,80;MIL is OFF0 codes;;;;
1128;1,51E+12;-586.503.999;-3.518.673.332;34.0;control3;100;83;52,20;45,50;3;2361;39;17,16;;;;;31;;71;;5,50;00:07:10;32,20;MIL is OFF0 codes;;;;
1129;1,51E+12;-586.535.795;-3.518.611.281;32.0;control3;100;83;52,20;50,20;3;2381;26;17,59;;;;;31;;71;;-7,00;00:07:14;32,20;MIL is OFF0 codes;;;;
1130;1,51E+12;-586.567.562;-3.518.549.015;30.0;control3;100;83;52,20;75,70;3;2344;19;26,48;;;;;31;;71;;5,50;00:07:18;35,30;MIL is OFF0 codes;;;;
1131;1,51E+12;-586.601.153;-3.518.485.015;31.0;control3;100;83;52,20;40,80;3;2306;84;12,54;;;;;31;;70;;6,20;00:07:22;30,20;MIL is OFF0 codes;;;;
1132;1,51E+12;-58.663.617;-3.518.420.804;36.0;control3;100;83;52,20;72,90;3;2310;19;25,16;;;;;31;;50;;-3,90;00:07:26;34,90;MIL is OFF0 codes;;;;
1133;1,51E+12;-586.668.289;-3.518.368.977;42.0;control3;100;83;49,80;24,30;3;1464;100;21,43;;;;;31;;46;;3,10;00:07:30;38,00;MIL is OFF0 codes;;;;
1134;1,51E+12;-586.696.077;-3.518.336.012;44.0;control3;100;83;50,60;100,00;3;2354;87;44,06;;;;;31;;57;;-3,10;00:07:34;83,50;MIL is OFF0 codes;;;;
1135;1,51E+12;-586.734.127;-3.518.298.812;44.0;control3;100;83;52,50;82,70;3;2867;19;10,12;;;;;31;;56;;8,60;00:07:38;27,10;MIL is OFF0 codes;;;;
1136;1,51E+12;-586.780.666;-3.518.263.808;45.0;control3;100;83;51,80;17,60;3;1634;21;4,15;;;;;31;;47;;5,50;00:07:42;21,60;MIL is OFF0 codes;;;;
1137;1,51E+12;-586.823.104;-3.518.240.393;44.0;control3;100;83;51,40;31,80;3;1593;66;6,57;;;;;31;;46;;10,20;00:07:46;22,40;MIL is OFF0 codes;;;;
1138;1,51E+12;-586.904.252;-3.518.199.427;47.0;control3;100;83;51,40;16,50;3;1520;21;3,95;;;;;31;;41;;14,80;00:07:50;21,60;MIL is OFF0 codes;;;;
1139;1,51E+12;-586.938.277;-3.518.180.289;46.0;control3;100;83;51,40;18,80;3;1317;41;3,62;;;;;31;;41;;21,10;00:07:54;20,40;MIL is OFF0 codes;;;;
1140;1,51E+12;-586.978.549;-3.518.163.807;45.0;control3;100;83;51,40;20,40;3;1380;48;3,99;;;;;31;;46;;7,80;00:07:58;21,20;MIL is OFF0 codes;;;;
1141;1,51E+12;-587.030.035;-3.518.140.137;45.0;control3;100;83;51,80;100,00;3;2493;88;45,2;;;;;30;;64;;6,20;00:08:02;43,10;MIL is OFF0 codes;;;;
1142;1,51E+12;-587.091.843;-3.518.110.783;45.0;control3;100;83;52,50;100,00;3;2209;18;38,15;;;;;30;;66;;4,70;00:08:06;41,20;MIL is OFF0 codes;;;;
1143;1,51E+12;-587.148.413;-3.518.084.389;44.0;control3;100;83;52,20;18,80;3;2148;20;6,18;;;;;31;;59;;0,00;00:08:10;24,30;MIL is OFF0 codes;;;;
1144;1,51E+12;-587.195.462;-351.805.878;45.0;control3;100;83;51,40;18,80;3;1866;64;5,14;;;;;31;;51;;0,00;00:08:14;22,70;MIL is OFF0 codes;;;;
1145;1,51E+12;-587.238.573;-3.518.037.476;45.0;control3;100;83;51,00;34,10;3;1704;20;9,14;;;;;31;;40;;0,00;00:08:18;27,50;MIL is OFF0 codes;;;;
1146;1,51E+12;-587.269.923;-3.518.020.612;47.0;control3;100;83;50,60;45,10;3;794;32;5,17;;;;;31;;34;;7,00;00:08:22;25,50;MIL is OFF0 codes;;;;
1147;1,51E+12;-587.296.748;-3.518.003.557;49.0;control3;100;83;50,20;18,40;3;1600;31;3,97;;;;;31;;26;;7,00;00:08:26;21,20;MIL is OFF0 codes;;;;
1148;1,51E+12;-587.313.099;-3.517.994.733;49.0;control3;100;82;49,40;40,40;3;791;33;4,29;;;;;32;;22;;-1,60;00:08:30;20,40;MIL is OFF0 codes;;;;
1149;1,51E+12;-587.333.937;-3.517.985.096;48.0;control3;100;82;49,40;31,00;3;779;46;4,11;;;;;32;;22;;1,60;00:08:34;20,40;MIL is OFF0 codes;;;;
1150;1,51E+12;-587.362.951;-3.517.965.187;45.0;control3;99;83;49,40;94,90;3;2241;22;34,99;;;;;30;;45;;6,20;00:08:38;39,60;MIL is OFF0 codes;;;;
1151;1,51E+12;-587.407.967;-3.517.933.705;41.0;control3;99;82;51,40;100,00;3;2487;33;43,57;;;;;30;;59;;2,30;00:08:42;42,00;MIL is OFF0 codes;;;;
1152;1,51E+12;-587.458.276;-3.517.895.809;42.0;control3;99;83;52,20;58,40;3;2932;27;29,96;;;;;30;;67;;-6,20;00:08:46;35,70;MIL is OFF0 codes;;;;
1153;1,51E+12;-587.518.114;-3.517.854.378;40.0;control3;99;83;52,20;98,40;3;2326;48;35,09;;;;;30;;75;;2,30;00:08:50;38,00;MIL is OFF0 codes;;;;
1154;1,51E+12;-587.579.696;-3.517.810.731;40.0;control3;99;83;51,80;56,10;3;2064;40;13,18;;;;;30;;75;;0,80;00:08:54;30,60;MIL is OFF0 codes;;;;
1155;1,51E+12;-587.638.292;-3.517.764.711;38.0;control3;99;83;51,40;18,80;3;2048;19;5,4;;;;;31;;71;;0,00;00:08:58;23,50;MIL is OFF0 codes;;;;
1156;1,51E+12;-587.692.165;-3.517.737.295;39.0;control3;99;83;51,00;17,60;3;1879;52;4,96;;;;;31;;63;;0,00;00:09:02;22,70;MIL is OFF0 codes;;;;
1157;1,51E+12;-587.761.593;-3.517.729.973;35.0;control3;100;83;49,80;100,00;3;1804;98;29,99;;;;;30;;70;;5,50;00:09:06;38,00;MIL is OFF0 codes;;;;
1158;1,51E+12;-587.829.407;-351.775.589;33.0;control3;100;82;50,60;100,00;4;2401;74;43,82;;;;;30;;76;;-4,70;00:09:10;83,10;MIL is OFF0 codes;;;;
1159;1,51E+12;-587.886.137;-3.517.801.322;33.0;control3;100;83;51,80;54,90;4;2540;19;8,97;;;;;30;;70;;0,00;00:09:14;26,70;MIL is OFF0 codes;;;;
1160;1,51E+12;-587.939.036;-3.517.837.551;34.0;control3;100;83;51,00;18,40;4;2197;27;6,07;;;;;31;;60;;0,00;00:09:18;24,30;MIL is OFF0 codes;;;;
1161;1,51E+12;-587.989.449;-3.517.873.401;34.0;control3;100;83;51,00;67,80;4;2012;66;19,7;;;;;30;;62;;0,80;00:09:22;33,30;MIL is OFF0 codes;;;;
1162;1,51E+12;-588.039.603;-3.517.912.761;33.0;control3;100;83;51,00;55,70;4;2065;47;17,32;;;;;30;;62;;-7,00;00:09:26;32,20;MIL is OFF0 codes;;;;
1163;1,51E+12;-588.089.365;-3.517.950.195;33.0;control3;100;82;51,40;52,20;4;2077;33;12,89;;;;;30;;60;;-3,10;00:09:30;30,20;MIL is OFF0 codes;;;;
1164;1,51E+12;-588.137.775;-3.517.986.824;36.0;control3;100;82;51,80;42,40;4;1995;56;12,46;;;;;30;;60;;2,30;00:09:34;29,40;MIL is OFF0 codes;;;;
1165;1,51E+12;-588.184.566;-3.518.022.303;35.0;control3;100;83;51,80;;4;1988;19;8,86;;;;;30;;55;;0,00;00:09:38;27,10;MIL is OFF0 codes;;;;
1166;1,51E+12;-588.229.655;-3.518.056.187;34.0;control3;100;83;51,80;54,10;4;1817;90;14,1;;;;;30;;60;;6,20;00:09:42;31,00;MIL is OFF0 codes;4300;72,20;1,00;
1167;1,51E+12;-588.282.278;-3.518.095.917;36.0;control3;100;83;52,20;100,00;4;3101;23;54,17;;;;;30;;69;;2,30;00:09:46;43,50;MIL is OFF0 codes;;;;
1168;1,51E+12;-588.345.085;-3.518.124.031;39.0;control3;100;83;52,50;35,70;4;2255;90;20,16;;;;;30;;70;;5,50;00:09:50;34,50;MIL is OFF0 codes;4300;76,10;1,00;
1169;1,51E+12;-588.416.673;-3.518.136.357;38.0;control3;100;83;52,90;100,00;4;2346;60;35,91;;;;;30;;71;;-9,40;00:09:54;38,40;MIL is OFF0 codes;;;;
1170;1,51E+12;-588.487.189;-351.812.483;41.0;control3;100;83;52,90;20,00;4;2341;90;9,32;;;;;30;;76;;7,80;00:09:58;30,20;MIL is OFF0 codes;4300;63,90;1,00;
1171;1,51E+12;-588.563.408;-3.518.106.845;43.0;control3;100;83;52,90;100,00;4;2584;48;46,19;;;;;30;;78;;-3,10;00:10:02;43,10;MIL is OFF0 codes;;;;
1172;1,51E+12;-5.886.392;-3.518.088.679;45.0;control3;100;83;52,90;59,60;4;2135;51;19,03;;;;;30;;78;;-2,30;00:10:06;32,90;MIL is OFF0 codes;;;;
1173;1,51E+12;-588.709.132;-3.518.070.736;46.0;control3;100;83;52,50;54,90;4;2131;34;17,48;;;;;30;;77;;-0,80;00:10:11;32,20;MIL is OFF0 codes;;;;
1174;1,51E+12;-588.785.953;-3.518.052.261;48.0;control3;100;83;52,20;18,40;4;2073;19;5,66;;;;;30;;71;;0,00;00:10:15;23,90;MIL is OFF0 codes;;;;
1175;1,51E+12;-588.860.845;-351.803.816;48.0;control3;100;83;51,40;18,00;4;1923;46;5,19;;;;;30;;71;;9,40;00:10:19;24,30;MIL is OFF0 codes;;;;
1176;1,51E+12;-588.932.021;-3.518.023.818;44.0;control3;100;83;51,40;53,30;4;1972;45;15,87;;;;;30;;74;;-0,80;00:10:23;31,40;MIL is OFF0 codes;;;;
1177;1,51E+12;-589.002.477;-3.518.007.341;44.0;control3;100;83;51,40;53,70;4;2028;34;16,28;;;;;30;;72;;-7,00;00:10:27;31,80;MIL is OFF0 codes;;;;
1178;1,51E+12;-589.071.425;-3.517.994.927;41.0;control3;100;82;51,00;18,80;4;1907;19;5,21;;;;;30;;61;;0,00;00:10:31;23,10;MIL is OFF0 codes;;;;
1179;1,51E+12;-589.124.555;-3.517.980.548;40.0;control3;100;82;51,00;18,80;4;1034;54;3,09;;;;;30;;57;;12,50;00:10:35;20,80;MIL is OFF0 codes;;;;
1180;1,51E+12;-589.183.667;-3.517.957.051;39.0;control3;100;82;51,00;69,40;4;1972;95;24,36;;;;;;;70;;0,80;00:10:39;35,70;MIL is OFF0 codes;;;;
1181;1,51E+12;-589.253.523;-3.517.926.945;37.0;control3;100;82;51,80;100,00;4;2458;19;44,69;;;;;29;;81;;-3,10;00:10:43;44,30;;;;;
1182;1,51E+12;-589.327.889;-3.517.895.355;37.0;control3;100;82;52,20;40,40;4;2682;19;16,06;;;;;30;;77;;0,00;00:10:47;29,00;;;;;
1183;1,51E+12;-589.395.098;-3.517.870.822;37.0;control3;100;83;51,40;19,60;5;2467;20;7,26;;;;;30;;56;;1,60;00:10:51;25,90;;;;;
1184;1,51E+12;-589.437.571;-3.517.861.838;34.0;control3;100;83;48,20;19,60;5;2367;19;6,98;;;;;30;;35;;0,00;00:10:55;25,50;MIL is OFF0 codes;;;;
1185;1,51E+12;-5.894.659;-3.517.857.929;35.0;control3;100;82;46,70;17,60;5;1581;22;3,95;;;;;30;;25;;0,00;00:10:59;22,00;;;;;
1186;1,51E+12;-589.465.641;-3.517.835.737;36.0;control3;100;82;44,70;53,30;5;1151;20;10,65;;;;;;;21;;10,90;00:11:03;29,40;;;;;
1187;1,51E+12;-589.440.868;-351.783.025;35.0;control3;100;82;44,30;100,00;5;1820;91;32,43;;;;;30;;39;;-2,30;00:11:07;41,20;MIL is OFF0 codes;;;;
1188;1,51E+12;-589.401.996;-3.517.851.911;33.0;control3;100;82;46,70;86,30;5;2164;93;31,36;;;;;30;;50;;0,80;00:11:11;45,10;MIL is OFF0 codes;;;;
1189;1,51E+12;-589.350.832;-351.787.608;33.0;control3;100;82;49,00;100,00;5;2663;96;50,68;;;;;29;;65;;1,60;00:11:15;46,30;MIL is OFF0 codes;;;;
1190;1,51E+12;-589.284.456;-3.517.900.138;36.0;control3;100;83;51,40;23,10;5;3114;87;8,16;;;;;29;;72;;5,50;00:11:19;27,10;MIL is OFF0 codes;;;;
1191;1,51E+12;-589.216.736;-3.517.933.573;42.0;control3;100;83;52,20;100,00;5;2443;89;41,72;;;;;29;;77;;-6,20;00:11:23;41,20;MIL is OFF0 codes;;;;
1192;1,51E+12;-589.145.806;-3.517.963.613;45.0;control3;100;83;52,90;22,70;5;2476;43;6,53;;;;;29;;72;;-0,80;00:11:27;24,70;MIL is OFF0 codes;;;;
1193;1,51E+12;-589.076.436;-3.517.990.993;44.0;control3;100;83;52,20;63,10;5;1942;63;18,48;;;;;29;;74;;-0,80;00:11:31;32,90;MIL is OFF0 codes;;;;
1194;1,51E+12;-589.001.164;-3.518.004.081;44.0;control3;100;83;52,20;74,50;5;2077;61;23,19;;;;;29;;81;;-0,80;00:11:35;34,10;MIL is OFF0 codes;;;;
1195;1,51E+12;-588.921.367;-3.518.020.007;43.0;control3;100;83;52,20;75,30;5;2235;21;7,37;;;;;30;;77;;0,00;00:11:39;25,50;MIL is OFF0 codes;;;;
1196;1,51E+12;-588.848.603;-3.518.035.994;40.0;control3;100;83;51,80;36,50;5;2016;53;17,4;;;;;30;;72;;9,40;00:11:43;32,20;MIL is OFF0 codes;;;;
1197;1,51E+12;-588.779.104;-3.518.051.693;45.0;control3;100;83;51,80;65,50;5;1963;53;18,57;;;;;29;;71;;1,60;00:11:47;32,50;MIL is OFF0 codes;;;;
1198;1,51E+12;-588.709.029;-3.518.067.816;46.0;control3;100;83;51,40;63,90;5;1966;46;18,88;;;;;29;;72;;-0,80;00:11:51;32,90;MIL is OFF0 codes;;;;
1199;1,51E+12;-588.638.636;-3.518.084.744;47.0;control3;100;83;51,40;37,30;5;1964;20;6,79;;;;;30;;68;;0,00;00:11:55;24,30;MIL is OFF0 codes;;;;
1200;1,51E+12;-588.567.412;-351.809.616;49.0;control3;100;83;51,40;18,40;5;1814;19;4,81;;;;;30;;62;;0,00;00:11:59;22,40;MIL is OFF0 codes;;;;
1201;1,51E+12;-588.512.467;-3.518.108.413;54.0;control3;100;83;51,00;18,00;5;1647;21;4,39;;;;;30;;45;;0,00;00:12:03;22,00;MIL is OFF0 codes;;;;
1202;1,51E+12;-588.475.628;-3.518.114.128;52.0;control3;100;82;48,60;14,90;5;1556;26;5,77;;;;;30;;21;;9,40;00:12:07;23,50;MIL is OFF0 codes;;;;
1203;1,51E+12;-588.453.322;-351.811.944;46.0;control3;99;82;46,70;100,00;5;1995;22;39,19;;;;;30;;41;;0,00;00:12:11;52,50;MIL is OFF0 codes;;;;
1204;1,51E+12;-588.406.498;-3.518.125.995;41.0;control3;99;82;48,20;100,00;5;2251;102;41,07;;;;;29;;60;;0,00;00:12:15;83,50;MIL is OFF0 codes;;;;
1205;1,51E+12;-588.344.433;-351.811.331;43.0;control3;100;83;50,60;100,00;5;2348;44;38,61;;;;;30;;75;;-3,10;00:12:19;74,90;MIL is OFF0 codes;;;;
1206;1,51E+12;-588.275.972;-3.518.083.941;40.0;control3;100;83;51,00;95,30;5;2064;71;30,06;;;;;29;;81;;-1,60;00:12:23;36,90;MIL is OFF0 codes;;;;
1207;1,51E+12;-588.216.688;-3.518.031.657;42.0;control3;100;83;51,00;19,20;5;2194;19;6,46;;;;;30;;76;;0,00;00:12:27;24,70;MIL is OFF0 codes;;;;
1208;1,51E+12;-588.157.444;-3.517.986.009;40.0;control3;100;83;50,20;18,40;5;1958;19;5,65;;;;;30;;63;;0,00;00:12:31;23,50;MIL is OFF0 codes;;;;
1209;1,51E+12;-588.105.966;-3.517.950.784;40.0;control3;100;83;49,00;17,60;5;1694;19;4,55;;;;;30;;59;;0,00;00:12:35;22,00;MIL is OFF0 codes;;;;
1210;1,51E+12;-588.062.142;-3.517.914.494;37.0;control3;100;82;48,60;18,00;6;1588;20;4,15;;;;;30;;53;;0,00;00:12:39;21,60;MIL is OFF0 codes;;;;
1211;1,51E+12;-588.024.854;-3.517.886.123;35.0;control3;100;82;48,20;20,00;6;1312;34;3,62;;;;;30;;30;;8,60;00:12:43;20,40;MIL is OFF0 codes;;;;
1212;1,51E+12;-588.004.125;-3.517.871.378;37.0;control3;100;82;46,30;42,70;6;783;30;4,34;;;;;31;;7;;-3,10;00:12:47;20,80;MIL is OFF0 codes;;;;
1213;1,51E+12;-588.004.125;-3.517.871.378;37.0;control3;100;82;44,70;31,40;6;813;33;3,68;;;;;31;;0;;1,60;00:12:51;19,60;MIL is OFF0 codes;;;;
1214;1,51E+12;-588.004.125;-3.517.871.378;37.0;control3;100;82;45,10;40,00;6;811;32;4,03;;;;;31;;0;;-1,60;00:12:55;20,40;MIL is OFF0 codes;;;;
1215;1,51E+12;-588.004.125;-3.517.871.378;37.0;control3;100;83;45,50;36,90;6;798;32;4,02;;;;;31;;0;;-2,30;00:12:59;20,40;MIL is OFF0 codes;;;;
1216;1,51E+12;-588.004.125;-3.517.871.378;37.0;control3;100;83;46,30;36,10;6;800;33;4,23;;;;;31;;0;;-1,60;00:13:03;20,40;MIL is OFF0 codes;;;;
1217;1,51E+12;-588.004.125;-3.517.871.378;37.0;control3;100;83;46,70;40,80;6;783;30;4,32;;;;;31;;0;;-1,60;00:13:07;20,40;MIL is OFF0 codes;;;;
1218;1,51E+12;-588.004.125;-3.517.871.378;37.0;control3;100;83;47,10;37,30;6;809;30;4,04;;;;;31;;0;;3,90;00:13:11;20,40;MIL is OFF0 codes;;;;
1219;1,51E+12;-588.004.125;-3.517.871.378;37.0;control3;100;83;47,50;38,00;6;808;34;4,26;;;;;31;;0;;2,30;00:13:15;20,40;MIL is OFF0 codes;;;;
1220;1,51E+12;-588.004.125;-3.517.871.378;37.0;control3;100;83;47,50;32,90;6;809;31;3,9;;;;;32;;0;;3,90;00:13:19;20,00;MIL is OFF0 codes;;;;
1221;1,51E+12;-588.004.125;-3.517.871.378;37.0;control3;100;83;47,80;37,30;6;805;49;4,03;;;;;31;;1;;3,90;00:13:23;20,00;MIL is OFF0 codes;;;;
1222;1,51E+12;-587.998.953;-3.517.871.897;40.0;control3;100;83;48,20;82,70;6;1278;85;13,22;;;;;30;;25;;0,00;00:13:27;33,30;MIL is OFF0 codes;;;;
1223;1,51E+12;-587.973.093;-3.517.854.104;38.0;control3;;83;49,40;33,70;6;2960;24;13,77;;;;;30;;40;;-2,30;00:13:31;39,60;MIL is OFF0 codes;;;;
1224;1,51E+12;-587.935.161;-3.517.822.662;39.0;control3;100;83;50,60;100,00;6;2213;90;40,85;;;;;29;;57;;3,10;00:13:35;44,70;MIL is OFF0 codes;;;;
1225;1,51E+12;-587.888.431;-3.517.782.054;41.0;control3;100;84;52,20;67,80;6;2412;89;36,27;;;;;29;;66;;-2,30;00:13:39;38,40;MIL is OFF0 codes;;;;
1226;1,51E+12;-587.835.183;-3.517.752.646;38.0;control3;100;84;52,50;17,30;6;2243;20;5,72;;;;;30;;57;;0,00;00:13:43;23,90;MIL is OFF0 codes;;;;
1227;1,51E+12;-587.788.903;-3.517.715.977;37.0;control3;100;85;51,00;18,00;6;1824;19;;;;;;30;;40;;0,00;00:13:47;22,40;MIL is OFF0 codes;;;;
1228;1,51E+12;-587.757.108;-3.517.692.348;38.0;control3;100;84;49,40;20,00;6;1244;33;3,38;;;;;31;;29;;6,20;00:13:51;19,60;MIL is OFF0 codes;;;;
1229;1,51E+12;-587.732.477;-3.517.686.225;34.0;control3;101;84;47,80;37,60;6;789;38;4,24;;;;;30;;;;5,50;00:13:55;20,40;MIL is OFF0 codes;;;;
1230;1,51E+12;-587.699.984;-3.517.705.555;36.0;control3;101;84;47,10;100,00;6;2947;98;54,36;;;;;30;;45;;0,00;00:13:59;45,10;MIL is OFF0 codes;;;;
1231;1,51E+12;-587.660.439;-3.517.733.378;36.0;control3;100;84;49,00;100,00;6;2400;28;43,37;;;;;29;;53;;-3,90;00:14:03;43,50;MIL is OFF0 codes;;;;
1232;1,51E+12;-587.617.472;-3.517.767.218;40.0;control3;100;84;50,20;91,80;6;1780;72;23,98;;;;;29;;56;;-3,10;00:14:07;35,30;MIL is OFF0 codes;;;;
1233;1,51E+12;-587.571.861;-3.517.801.896;41.0;control3;100;84;51,00;51,00;6;1865;65;12,25;;;;;30;;55;;-9,40;00:14:11;30,20;MIL is OFF0 codes;;;;
1234;1,51E+12;-587.525.545;-3.517.836.676;43.0;control3;;84;51,40;85,10;6;1858;78;24,57;;;;;29;;60;;-3,90;00:14:15;35,70;MIL is OFF0 codes;;;;
1235;1,51E+12;-587.477.547;-3.517.869.497;43.0;control3;100;85;52,20;96,50;6;2036;76;29,3;;;;;29;;64;;-5,50;00:14:19;36,90;MIL is OFF0 codes;;;;
1236;1,51E+12;-587.426.573;-3.517.905.577;44.0;control3;100;85;52,90;85,90;6;2141;19;16,7;;;;;30;;58;;-16,40;00:14:23;31,40;MIL is OFF0 codes;;;;
1237;1,51E+12;-587.379.795;-3.517.938.389;43.0;control3;100;85;52,50;26,30;6;1855;50;11,88;;;;;30;;53;;6,20;00:14:27;30,60;MIL is OFF0 codes;;;;
1238;1,51E+12;-587.335.767;-3.517.970.672;46.0;control3;;85;52,20;55,30;6;1747;99;14,33;;;;;30;;55;;2,30;00:14:31;31,00;MIL is OFF0 codes;;;;
1239;1,51E+12;-587.287.845;-3.517.999.759;47.0;control3;100;85;52,50;19,20;6;1861;63;5,08;;;;;30;;48;;0,00;00:14:35;23,10;MIL is OFF0 codes;;;;
1240;1,51E+12;-587.248.555;-3.518.023.316;50.0;control3;100;85;50,60;78,00;6;1678;59;20,11;;;;;30;;54;;6,20;00:14:39;33,30;MIL is OFF0 codes;;;;
1241;1,51E+12;-58.719.734;-3.518.050.405;44.0;control3;100;85;50,60;83,90;6;1885;32;23,56;;;;;30;;63;;-1,60;00:14:43;34,90;MIL is OFF0 codes;;;;
1242;1,51E+12;-587.141.714;-3.518.078.175;45.0;control3;100;85;50,60;20,40;6;2069;20;6,19;;;;;30;;55;;0,00;00:14:47;24,30;MIL is OFF0 codes;;;;
1243;1,51E+12;-58.709.612;-3.518.101.899;46.0;control3;;85;50,20;19,20;6;1736;19;4,81;;;;;30;;35;;0,00;00:14:51;22,40;MIL is OFF0 codes;;;;
